REPORT : H,IGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
2006-11-15 00:00:00,2006-11-15 00:00:00,15.5,2006-11-15 00:00:00,14.75,14.75,8,2900,43350,2006-11-15 00:00:00,1
2006-11-17 00:00:00,2006-11-17 00:00:00,15,2006-11-17 00:00:00,14,14.25,24,23600,337750,2006-11-17 00:00:00,1
2006-11-20 00:00:00,2006-11-20 00:00:00,14.25,2006-11-20 00:00:00,14,14,11,7000,98250,2006-11-20 00:00:00,1
2006-11-23 00:00:00,2006-11-23 00:00:00,15,2006-11-23 00:00:00,14.25,14.25,7,4600,66900,2006-11-23 00:00:00,1
2006-11-24 00:00:00,2006-11-24 00:00:00,14.5,2006-11-24 00:00:00,14,14.5,6,2500,36000,2006-11-24 00:00:00,1
2006-11-27 00:00:00,2006-11-27 00:00:00,15.5,2006-11-27 00:00:00,14,14.25,3,400,5800,2006-11-27 00:00:00,1
2006-11-28 00:00:00,2006-11-28 00:00:00,14,2006-11-28 00:00:00,14,14,3,1100,15400,2006-11-28 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,15,2006-11-29 00:00:00,15,15,1,100,1500,2006-11-29 00:00:00,1
2006-11-30 00:00:00,2006-11-30 00:00:00,15,2006-11-30 00:00:00,14.5,15,14,12900,188100,2006-11-30 00:00:00,1
2006-12-05 00:00:00,2006-12-05 00:00:00,14.5,2006-12-05 00:00:00,14.25,14.25,5,2400,34700,2006-12-05 00:00:00,1
2006-12-06 00:00:00,2006-12-06 00:00:00,14,2006-12-06 00:00:00,14,14,8,5600,78400,2006-12-06 00:00:00,1
2006-12-07 00:00:00,2006-12-07 00:00:00,13.75,2006-12-07 00:00:00,13.5,13.75,8,9800,134000,2006-12-07 00:00:00,1
2006-12-08 00:00:00,2006-12-08 00:00:00,15.25,2006-12-08 00:00:00,13.75,13.75,13,6500,92100,2006-12-08 00:00:00,1
2006-12-11 00:00:00,2006-12-11 00:00:00,13.75,2006-12-11 00:00:00,13.5,13.5,9,9100,122975,2006-12-11 00:00:00,1
2006-12-12 00:00:00,2006-12-12 00:00:00,14,2006-12-12 00:00:00,13.25,13.25,6,17700,236575,2006-12-12 00:00:00,1
2006-12-13 00:00:00,2006-12-13 00:00:00,13,2006-12-13 00:00:00,12.75,13,14,16500,213575,2006-12-13 00:00:00,1
2006-12-14 00:00:00,2006-12-14 00:00:00,13,2006-12-14 00:00:00,13,13,12,14200,184600,2006-12-14 00:00:00,1
2006-12-15 00:00:00,2006-12-15 00:00:00,14,2006-12-15 00:00:00,13,13,12,21000,278300,2006-12-15 00:00:00,1
2006-12-20 00:00:00,2006-12-20 00:00:00,13.5,2006-12-20 00:00:00,13.5,13.5,2,5000,67500,2006-12-20 00:00:00,1
2006-12-21 00:00:00,2006-12-21 00:00:00,14,2006-12-21 00:00:00,13.5,13.5,12,23000,318000,2006-12-21 00:00:00,1
2006-12-27 00:00:00,2006-12-27 00:00:00,13.75,2006-12-27 00:00:00,13.75,13.75,4,11000,151250,2006-12-27 00:00:00,1
2006-12-28 00:00:00,2006-12-28 00:00:00,14.25,2006-12-28 00:00:00,13.5,14.25,19,20900,290675,2006-12-28 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,14.5,2006-12-29 00:00:00,14.25,14.25,8,6500,94200,2006-12-29 00:00:00,1
Company Id,:  ABAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ABANS,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-03 00:00:00,2006-01-03 00:00:00,120,2006-01-03 00:00:00,110,110,16,3200,369350,2006-01-03 00:00:00,1
2006-01-04 00:00:00,2006-01-04 00:00:00,100,2006-01-04 00:00:00,100,100,1,100,10000,2006-01-04 00:00:00,1
2006-01-05 00:00:00,2006-01-05 00:00:00,99,2006-01-05 00:00:00,95,97.5,4,800,76750,2006-01-05 00:00:00,1
2006-01-06 00:00:00,2006-01-06 00:00:00,99.5,2006-01-06 00:00:00,99.5,99.5,1,100,9950,2006-01-06 00:00:00,1
2006-01-09 00:00:00,2006-01-09 00:00:00,97,2006-01-09 00:00:00,95,95,3,600,57200,2006-01-09 00:00:00,1
2006-01-10 00:00:00,2006-01-10 00:00:00,100.25,2006-01-10 00:00:00,100,100,3,500,50050,2006-01-10 00:00:00,1
2006-01-16 00:00:00,2006-01-16 00:00:00,95,2006-01-16 00:00:00,95,95,4,400,38000,2006-01-16 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,5,
,,,==========,===========,===========,==========,================,,,
Company Id,:  ABAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ABANS,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-18 00:00:00,2006-01-18 00:00:00,95,2006-01-18 00:00:00,95,95,1,200,19000,2006-01-18 00:00:00,1
2006-01-19 00:00:00,2006-01-19 00:00:00,95,2006-01-19 00:00:00,95,95,1,100,9500,2006-01-19 00:00:00,1
2006-01-20 00:00:00,2006-01-20 00:00:00,105,2006-01-20 00:00:00,100,104,5,500,50900,2006-01-20 00:00:00,1
2006-01-23 00:00:00,2006-01-23 00:00:00,108,2006-01-23 00:00:00,102.5,102.5,4,1100,114000,2006-01-23 00:00:00,1
2006-01-24 00:00:00,2006-01-24 00:00:00,102,2006-01-24 00:00:00,86.25,101.25,12,1700,170500,2006-01-24 00:00:00,1
2006-01-25 00:00:00,2006-01-25 00:00:00,102,2006-01-25 00:00:00,102,102,6,900,91800,2006-01-25 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,115,2006-01-26 00:00:00,106,112,23,5400,587700,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,110,2006-01-27 00:00:00,107,108.5,6,2300,249700,2006-01-27 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,95,2006-02-06 00:00:00,95,95,1,100,9500,2006-02-06 00:00:00,1
2006-02-08 00:00:00,2006-02-08 00:00:00,100,2006-02-08 00:00:00,100,100,1,1000,100000,2006-02-08 00:00:00,1
2006-02-13 00:00:00,2006-02-13 00:00:00,105,2006-02-13 00:00:00,103,104,2,200,20800,2006-02-13 00:00:00,1
2006-02-14 00:00:00,2006-02-14 00:00:00,110,2006-02-14 00:00:00,110,110,3,300,33000,2006-02-14 00:00:00,1
2006-02-15 00:00:00,2006-02-15 00:00:00,110,2006-02-15 00:00:00,110,110,2,300,33000,2006-02-15 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,115,2006-02-16 00:00:00,112.5,113.5,12,1900,216150,2006-02-16 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,127.25,2006-02-20 00:00:00,114,115.25,25,6900,804025,2006-02-20 00:00:00,1
2006-02-21 00:00:00,2006-02-21 00:00:00,123.75,2006-02-21 00:00:00,120,120,11,3500,421150,2006-02-21 00:00:00,1
2006-02-22 00:00:00,2006-02-22 00:00:00,124,2006-02-22 00:00:00,120,120,2,200,24400,2006-02-22 00:00:00,1
2006-02-23 00:00:00,2006-02-23 00:00:00,123.75,2006-02-23 00:00:00,123,123,2,1600,196875,2006-02-23 00:00:00,1
2006-02-24 00:00:00,2006-02-24 00:00:00,120,2006-02-24 00:00:00,115.25,119.5,3,900,107450,2006-02-24 00:00:00,1
2006-02-28 00:00:00,2006-02-28 00:00:00,115.25,2006-02-28 00:00:00,115.25,115.25,1,100,11525,2006-02-28 00:00:00,1
2006-03-02 00:00:00,2006-03-02 00:00:00,119.75,2006-03-02 00:00:00,115,116.75,6,1300,151600,2006-03-02 00:00:00,1
2006-03-03 00:00:00,2006-03-03 00:00:00,125,2006-03-03 00:00:00,120,121,25,6700,816800,2006-03-03 00:00:00,1
2006-03-06 00:00:00,2006-03-06 00:00:00,125,2006-03-06 00:00:00,125,125,1,100,12500,2006-03-06 00:00:00,1
2006-03-07 00:00:00,2006-03-07 00:00:00,120,2006-03-07 00:00:00,120,120,1,500,60000,2006-03-07 00:00:00,1
2006-03-09 00:00:00,2006-03-09 00:00:00,120,2006-03-09 00:00:00,120,120,1,800,96000,2006-03-09 00:00:00,1
2006-03-16 00:00:00,2006-03-16 00:00:00,124.75,2006-03-16 00:00:00,118,121,11,4100,496575,2006-03-16 00:00:00,1
2006-03-20 00:00:00,2006-03-20 00:00:00,127,2006-03-20 00:00:00,118,123.5,24,7700,950350,2006-03-20 00:00:00,1
2006-03-21 00:00:00,2006-03-21 00:00:00,129,2006-03-21 00:00:00,120.25,121,43,6600,827075,2006-03-21 00:00:00,1
2006-03-22 00:00:00,2006-03-22 00:00:00,121,2006-03-22 00:00:00,121,121,2,200,24200,2006-03-22 00:00:00,1
2006-03-23 00:00:00,2006-03-23 00:00:00,120,2006-03-23 00:00:00,120,120,3,300,36000,2006-03-23 00:00:00,1
2006-03-27 00:00:00,2006-03-27 00:00:00,121,2006-03-27 00:00:00,120,120.25,10,1400,168100,2006-03-27 00:00:00,1
2006-03-28 00:00:00,2006-03-28 00:00:00,120,2006-03-28 00:00:00,120,120,1,100,12000,2006-03-28 00:00:00,1
2006-04-03 00:00:00,2006-04-03 00:00:00,120.25,2006-04-03 00:00:00,120.25,120.25,1,100,12025,2006-04-03 00:00:00,1
2006-04-06 00:00:00,2006-04-06 00:00:00,122,2006-04-06 00:00:00,122,122,8,3300,402600,2006-04-06 00:00:00,1
2006-04-07 00:00:00,2006-04-07 00:00:00,122,2006-04-07 00:00:00,122,122,2,900,109800,2006-04-07 00:00:00,1
2006-04-18 00:00:00,2006-04-18 00:00:00,121,2006-04-18 00:00:00,120.5,121,2,400,48300,2006-04-18 00:00:00,1
2006-04-20 00:00:00,2006-04-20 00:00:00,120.75,2006-04-20 00:00:00,120.75,120.75,1,200,24150,2006-04-20 00:00:00,1
2006-04-26 00:00:00,2006-04-26 00:00:00,105,2006-04-26 00:00:00,105,105,7,1900,199500,2006-04-26 00:00:00,1
2006-05-16 00:00:00,2006-05-16 00:00:00,105,2006-05-16 00:00:00,104,104.5,2,200,20900,2006-05-16 00:00:00,1
2006-05-30 00:00:00,2006-05-30 00:00:00,105,2006-05-30 00:00:00,105,105,1,100,10500,2006-05-30 00:00:00,1
2006-06-02 00:00:00,2006-06-02 00:00:00,110,2006-06-02 00:00:00,110,110,1,100,11000,2006-06-02 00:00:00,1
2006-06-08 00:00:00,2006-06-08 00:00:00,110,2006-06-08 00:00:00,110,110,1,100,11000,2006-06-08 00:00:00,1
2006-06-13 00:00:00,2006-06-13 00:00:00,115,2006-06-13 00:00:00,102,111.75,6,1300,145200,2006-06-13 00:00:00,1
2006-06-20 00:00:00,2006-06-20 00:00:00,100,2006-06-20 00:00:00,92,95,7,800,77775,2006-06-20 00:00:00,1
2006-06-21 00:00:00,2006-06-21 00:00:00,100,2006-06-21 00:00:00,100,100,2,600,60000,2006-06-21 00:00:00,1
2006-06-22 00:00:00,2006-06-22 00:00:00,119,2006-06-22 00:00:00,100,118.25,4,1200,132700,2006-06-22 00:00:00,1
2006-06-30 00:00:00,2006-06-30 00:00:00,105,2006-06-30 00:00:00,105,105,1,100,10500,2006-06-30 00:00:00,1
2006-07-18 00:00:00,2006-07-18 00:00:00,105,2006-07-18 00:00:00,105,105,1,100,10500,2006-07-18 00:00:00,1
2006-07-21 00:00:00,2006-07-21 00:00:00,108,2006-07-21 00:00:00,106,107.75,2,600,64600,2006-07-21 00:00:00,1
2006-07-25 00:00:00,2006-07-25 00:00:00,105,2006-07-25 00:00:00,105,105,1,100,10500,2006-07-25 00:00:00,1
2006-07-28 00:00:00,2006-07-28 00:00:00,119,2006-07-28 00:00:00,110,115,9,1400,158900,2006-07-28 00:00:00,1
2006-07-31 00:00:00,2006-07-31 00:00:00,110,2006-07-31 00:00:00,110,110,1,500,55000,2006-07-31 00:00:00,1
2006-08-02 00:00:00,2006-08-02 00:00:00,110,2006-08-02 00:00:00,106.5,106.5,2,200,21650,2006-08-02 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,6,
,,,==========,===========,===========,==========,================,,,
Company Id,:  ABAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ABANS,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-08-04 00:00:00,2006-08-04 00:00:00,115,2006-08-04 00:00:00,115,115,1,100,11500,2006-08-04 00:00:00,1
2006-08-08 00:00:00,2006-08-08 00:00:00,114.75,2006-08-08 00:00:00,114.75,114.75,1,200,22950,2006-08-08 00:00:00,1
2006-08-11 00:00:00,2006-08-11 00:00:00,106,2006-08-11 00:00:00,106,106,1,100,10600,2006-08-11 00:00:00,1
2006-08-14 00:00:00,2006-08-14 00:00:00,100,2006-08-14 00:00:00,100,100,8,1100,110000,2006-08-14 00:00:00,1
2006-08-15 00:00:00,2006-08-15 00:00:00,100,2006-08-15 00:00:00,100,100,14,1700,170000,2006-08-15 00:00:00,1
2006-08-16 00:00:00,2006-08-16 00:00:00,108,2006-08-16 00:00:00,100,104,18,2800,290400,2006-08-16 00:00:00,1
2006-08-17 00:00:00,2006-08-17 00:00:00,100.25,2006-08-17 00:00:00,100,100.25,2,200,20025,2006-08-17 00:00:00,1
2006-08-18 00:00:00,2006-08-18 00:00:00,100,2006-08-18 00:00:00,100,100,1,200,20000,2006-08-18 00:00:00,1
2006-08-22 00:00:00,2006-08-22 00:00:00,100,2006-08-22 00:00:00,100,100,2,500,50000,2006-08-22 00:00:00,1
2006-08-24 00:00:00,2006-08-24 00:00:00,100,2006-08-24 00:00:00,100,100,3,300,30000,2006-08-24 00:00:00,1
2006-08-25 00:00:00,2006-08-25 00:00:00,100,2006-08-25 00:00:00,100,100,1,100,10000,2006-08-25 00:00:00,1
2006-08-28 00:00:00,2006-08-28 00:00:00,99,2006-08-28 00:00:00,99,99,1,100,9900,2006-08-28 00:00:00,1
2006-08-31 00:00:00,2006-08-31 00:00:00,100,2006-08-31 00:00:00,100,100,1,100,10000,2006-08-31 00:00:00,1
2006-09-08 00:00:00,2006-09-08 00:00:00,109.75,2006-09-08 00:00:00,109.75,109.75,1,100,10975,2006-09-08 00:00:00,1
2006-09-11 00:00:00,2006-09-11 00:00:00,108,2006-09-11 00:00:00,108,108,1,100,10800,2006-09-11 00:00:00,1
2006-09-12 00:00:00,2006-09-12 00:00:00,104,2006-09-12 00:00:00,104,104,2,300,31200,2006-09-12 00:00:00,1
2006-09-13 00:00:00,2006-09-13 00:00:00,115,2006-09-13 00:00:00,109,112.5,10,1800,202300,2006-09-13 00:00:00,1
2006-09-14 00:00:00,2006-09-14 00:00:00,112.5,2006-09-14 00:00:00,112,112,4,800,89850,2006-09-14 00:00:00,1
2006-09-15 00:00:00,2006-09-15 00:00:00,115,2006-09-15 00:00:00,115,115,1,100,11500,2006-09-15 00:00:00,1
2006-09-18 00:00:00,2006-09-18 00:00:00,111,2006-09-18 00:00:00,111,111,1,100,11100,2006-09-18 00:00:00,1
2006-09-19 00:00:00,2006-09-19 00:00:00,110,2006-09-19 00:00:00,110,110,2,300,33000,2006-09-19 00:00:00,1
2006-09-21 00:00:00,2006-09-21 00:00:00,111,2006-09-21 00:00:00,111,111,2,300,33300,2006-09-21 00:00:00,1
2006-09-22 00:00:00,2006-09-22 00:00:00,110.5,2006-09-22 00:00:00,110,110,2,200,22050,2006-09-22 00:00:00,1
2006-09-28 00:00:00,2006-09-28 00:00:00,110,2006-09-28 00:00:00,110,110,1,100,11000,2006-09-28 00:00:00,1
2006-09-29 00:00:00,2006-09-29 00:00:00,112,2006-09-29 00:00:00,112,112,1,200,22400,2006-09-29 00:00:00,1
2006-10-03 00:00:00,2006-10-03 00:00:00,115,2006-10-03 00:00:00,115,115,2,600,69000,2006-10-03 00:00:00,1
2006-10-04 00:00:00,2006-10-04 00:00:00,115,2006-10-04 00:00:00,115,115,8,1100,126500,2006-10-04 00:00:00,1
2006-10-05 00:00:00,2006-10-05 00:00:00,120,2006-10-05 00:00:00,116,119,5,500,59100,2006-10-05 00:00:00,1
2006-10-09 00:00:00,2006-10-09 00:00:00,119,2006-10-09 00:00:00,119,119,1,100,11900,2006-10-09 00:00:00,1
2006-10-11 00:00:00,2006-10-11 00:00:00,119,2006-10-11 00:00:00,119,119,1,100,11900,2006-10-11 00:00:00,1
2006-10-12 00:00:00,2006-10-12 00:00:00,119,2006-10-12 00:00:00,114,114,9,1300,154200,2006-10-12 00:00:00,1
2006-10-13 00:00:00,2006-10-13 00:00:00,115.5,2006-10-13 00:00:00,115,115,5,500,57550,2006-10-13 00:00:00,1
2006-10-19 00:00:00,2006-10-19 00:00:00,115,2006-10-19 00:00:00,114,115,5,600,68900,2006-10-19 00:00:00,1
2006-10-23 00:00:00,2006-10-23 00:00:00,115,2006-10-23 00:00:00,115,115,4,1400,161000,2006-10-23 00:00:00,1
2006-10-25 00:00:00,2006-10-25 00:00:00,115,2006-10-25 00:00:00,115,115,2,1000,115000,2006-10-25 00:00:00,1
2006-10-26 00:00:00,2006-10-26 00:00:00,115,2006-10-26 00:00:00,115,115,2,400,46000,2006-10-26 00:00:00,1
2006-10-27 00:00:00,2006-10-27 00:00:00,111,2006-10-27 00:00:00,111,111,2,200,22200,2006-10-27 00:00:00,1
2006-11-03 00:00:00,2006-11-03 00:00:00,115,2006-11-03 00:00:00,114,114.25,2,600,68500,2006-11-03 00:00:00,1
2006-11-07 00:00:00,2006-11-07 00:00:00,112.5,2006-11-07 00:00:00,111,111.5,8,1300,144875,2006-11-07 00:00:00,1
2006-11-08 00:00:00,2006-11-08 00:00:00,101,2006-11-08 00:00:00,101,101,1,100,10100,2006-11-08 00:00:00,1
2006-11-13 00:00:00,2006-11-13 00:00:00,105.25,2006-11-13 00:00:00,105.25,105.25,1,100,10525,2006-11-13 00:00:00,1
2006-11-16 00:00:00,2006-11-16 00:00:00,106,2006-11-16 00:00:00,106,106,1,100,10600,2006-11-16 00:00:00,1
2006-11-20 00:00:00,2006-11-20 00:00:00,107,2006-11-20 00:00:00,106,106.5,2,200,21300,2006-11-20 00:00:00,1
2006-11-24 00:00:00,2006-11-24 00:00:00,102,2006-11-24 00:00:00,100,100.5,4,400,40450,2006-11-24 00:00:00,1
2006-11-27 00:00:00,2006-11-27 00:00:00,102,2006-11-27 00:00:00,102,102,1,100,10200,2006-11-27 00:00:00,1
2006-11-28 00:00:00,2006-11-28 00:00:00,105,2006-11-28 00:00:00,105,105,1,100,10500,2006-11-28 00:00:00,1
2006-11-29 00:00:00,2006-11-29 00:00:00,102,2006-11-29 00:00:00,102,102,1,200,20400,2006-11-29 00:00:00,1
2006-12-01 00:00:00,2006-12-01 00:00:00,110,2006-12-01 00:00:00,105,108,4,500,54000,2006-12-01 00:00:00,1
2006-12-05 00:00:00,2006-12-05 00:00:00,103,2006-12-05 00:00:00,103,103,1,100,10300,2006-12-05 00:00:00,1
2006-12-08 00:00:00,2006-12-08 00:00:00,105,2006-12-08 00:00:00,105,105,1,100,10500,2006-12-08 00:00:00,1
2006-12-11 00:00:00,2006-12-11 00:00:00,105,2006-12-11 00:00:00,105,105,2,600,63000,2006-12-11 00:00:00,1
2006-12-12 00:00:00,2006-12-12 00:00:00,104,2006-12-12 00:00:00,104,104,1,100,10400,2006-12-12 00:00:00,1
2006-12-18 00:00:00,2006-12-18 00:00:00,100.25,2006-12-18 00:00:00,100.25,100.25,4,1100,110275,2006-12-18 00:00:00,1
_x000c_ REPORT :,HIGHLOW Rev,2.1,,,,,,RUN :,2007-11-23 00:00:00,
,,,DAILY,"HIGH, LOW",AND CLOSIN,G PRICES A,S AT    23-NOV-2,007          PAGE:,7,
,,,==========,===========,===========,==========,================,,,
Company Id,:  ABAN,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ABANS,,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-12-22 00:00:00,2006-12-22 00:00:00,102,2006-12-22 00:00:00,100.25,100.5,2,500,50300,2006-12-22 00:00:00,1
2006-12-27 00:00:00,2006-12-27 00:00:00,100,2006-12-27 00:00:00,100,100,2,500,50000,2006-12-27 00:00:00,1
2006-12-28 00:00:00,2006-12-28 00:00:00,101,2006-12-28 00:00:00,101,101,3,1100,111100,2006-12-28 00:00:00,1
2006-12-29 00:00:00,2006-12-29 00:00:00,108,2006-12-29 00:00:00,108,108,1,100,10800,2006-12-29 00:00:00,1
Company Id,:  ACAP,Security,Type :  N,Sub T,ype :  0000,,,,,
Short Name,:  ASIA CAP,ITAL,,,,,,,,
-----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
Day,Date High,High,Date Low,Low,Closing,Trades(No,.)  Shares(No.),Turnover(Rs.),Last TradedD,ays Tr
----------,-----------,------------,------------,-----------,-----------,----------,----------------,-------------------,-------------,------
2006-01-02 00:00:00,2006-01-02 00:00:00,15,2006-01-02 00:00:00,10.5,11,15,38700,425125,2006-01-02 00:00:00,1
2006-01-03 00:00:00,2006-01-03 00:00:00,13.5,2006-01-03 00:00:00,12.5,12.75,22,29600,382600,2006-01-03 00:00:00,1
2006-01-04 00:00:00,2006-01-04 00:00:00,13.25,2006-01-04 00:00:00,12.75,13,5,9800,126850,2006-01-04 00:00:00,1
2006-01-05 00:00:00,2006-01-05 00:00:00,13.25,2006-01-05 00:00:00,12.75,12.75,4,3800,50250,2006-01-05 00:00:00,1
2006-01-10 00:00:00,2006-01-10 00:00:00,12.25,2006-01-10 00:00:00,12,12,11,8500,102625,2006-01-10 00:00:00,1
2006-01-16 00:00:00,2006-01-16 00:00:00,11,2006-01-16 00:00:00,11,11,7,6200,68200,2006-01-16 00:00:00,1
2006-01-17 00:00:00,2006-01-17 00:00:00,10.75,2006-01-17 00:00:00,10.75,10.75,2,500,5375,2006-01-17 00:00:00,1
2006-01-18 00:00:00,2006-01-18 00:00:00,11,2006-01-18 00:00:00,10.5,10.75,12,6600,70425,2006-01-18 00:00:00,1
2006-01-19 00:00:00,2006-01-19 00:00:00,12,2006-01-19 00:00:00,11.5,12,11,6900,81125,2006-01-19 00:00:00,1
2006-01-20 00:00:00,2006-01-20 00:00:00,13.5,2006-01-20 00:00:00,12,13,22,31500,403875,2006-01-20 00:00:00,1
2006-01-23 00:00:00,2006-01-23 00:00:00,14,2006-01-23 00:00:00,13,13,23,26200,348975,2006-01-23 00:00:00,1
2006-01-24 00:00:00,2006-01-24 00:00:00,13,2006-01-24 00:00:00,12.75,13,4,2100,27150,2006-01-24 00:00:00,1
2006-01-25 00:00:00,2006-01-25 00:00:00,14,2006-01-25 00:00:00,13.25,13.75,22,37000,511950,2006-01-25 00:00:00,1
2006-01-26 00:00:00,2006-01-26 00:00:00,15.75,2006-01-26 00:00:00,14.75,15,35,24500,371925,2006-01-26 00:00:00,1
2006-01-27 00:00:00,2006-01-27 00:00:00,15,2006-01-27 00:00:00,14.75,14.75,18,27700,414225,2006-01-27 00:00:00,1
2006-01-30 00:00:00,2006-01-30 00:00:00,15.75,2006-01-30 00:00:00,14.75,15.5,73,176000,2670950,2006-01-30 00:00:00,1
2006-01-31 00:00:00,2006-01-31 00:00:00,15.5,2006-01-31 00:00:00,15,15.5,16,8700,132775,2006-01-31 00:00:00,1
2006-02-01 00:00:00,2006-02-01 00:00:00,15.75,2006-02-01 00:00:00,15,15.25,22,29400,447025,2006-02-01 00:00:00,1
2006-02-02 00:00:00,2006-02-02 00:00:00,17,2006-02-02 00:00:00,15.5,16,103,140900,2251625,2006-02-02 00:00:00,1
2006-02-06 00:00:00,2006-02-06 00:00:00,16,2006-02-06 00:00:00,15.5,15.75,34,49100,770825,2006-02-06 00:00:00,1
2006-02-07 00:00:00,2006-02-07 00:00:00,16,2006-02-07 00:00:00,15.75,15.75,13,18800,296125,2006-02-07 00:00:00,1
2006-02-08 00:00:00,2006-02-08 00:00:00,16,2006-02-08 00:00:00,15.75,15.75,17,34300,540250,2006-02-08 00:00:00,1
2006-02-09 00:00:00,2006-02-09 00:00:00,16,2006-02-09 00:00:00,15.25,15.5,14,16800,264725,2006-02-09 00:00:00,1
2006-02-10 00:00:00,2006-02-10 00:00:00,15.75,2006-02-10 00:00:00,15.75,15.75,1,100,1575,2006-02-10 00:00:00,1
2006-02-13 00:00:00,2006-02-13 00:00:00,16,2006-02-13 00:00:00,15,15.75,11,30600,485875,2006-02-13 00:00:00,1
2006-02-14 00:00:00,2006-02-14 00:00:00,15.5,2006-02-14 00:00:00,15.5,15.5,2,5200,80600,2006-02-14 00:00:00,1
2006-02-15 00:00:00,2006-02-15 00:00:00,16,2006-02-15 00:00:00,15.5,16,2,1100,17100,2006-02-15 00:00:00,1
2006-02-16 00:00:00,2006-02-16 00:00:00,16.5,2006-02-16 00:00:00,15.5,16,44,85000,1357950,2006-02-16 00:00:00,1
2006-02-17 00:00:00,2006-02-17 00:00:00,16,2006-02-17 00:00:00,15.5,15.75,9,9600,150475,2006-02-17 00:00:00,1
2006-02-20 00:00:00,2006-02-20 00:00:00,15.75,2006-02-20 00:00:00,15,15.25,16,31700,487925,2006-02-20 00:00:00,1
2006-02-21 00:00:00,2006-02-21 00:00:00,15.5,2006-02-21 00:00:00,15,15,21,16900,255300,2006-02-21 00:00:00,1
2006-02-22 00:00:00,2006-02-22 00:00:00,16.5,2006-02-22 00:00:00,15.5,16,106,282100,4489175,2006-02-22 00:00:00,1
2006-02-23 00:00:00,2006-02-23 00:00:00,16.5,2006-02-23 00:00:00,15.75,16,16,15500,249500,2006-02-23 00:00:00,1
2006-02-24 00:00:00,2006-02-24 00:00:00,16.5,2006-02-24 00:00:00,15.75,15.75,16,19200,310900,2006-02-24 00:00:00,1
2006-02-27 00:00:00,2006-02-27 00:00:00,16.25,2006-02-27 00:00:00,15.5,15.5,7,4600,72175,2006-02-27 00:00:00,1
2006-02-28 00:00:00,2006-02-28 00:00:00,15.25,2006-02-28 00:00:00,15,15.25,19,43200,650375,2006-02-28 00:00:00,1
2006-03-01 00:00:00,2006-03-01 00:00:00,15.5,2006-03-01 00:00:00,15,15,4,3800,57050,2006-03-01 00:00:00,1
2006-03-02 00:00:00,2006-03-02 00:00:00,15.5,2006-03-02 00:00:00,15.25,15.25,25,26000,397625,2006-03-02 00:00:00,1
2006-03-03 00:00:00,2006-03-03 00:00:00,15.5,2006-03-03 00:00:00,15,15.5,2,1300,19650,2006-03-03 00:00:00,1
2006-03-06 00:00:00,2006-03-06 00:00:00,15.5,2006-03-06 00:00:00,15,15,13,14000,210575,2006-03-06 00:00:00,1
